Question,Class,Head,Head_POS,Neck_Label,Root_POS,PER,LOC,OBJ,TEM,NUM
How do you send a movie transcript to Hollywood so that it can be produced into a film ?,DESC,How,WRB,aux,VB,0,1,0,0,0
What is the origin of blue for boys and pink for girls ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the Hub of London ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What causes panic attacks ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What was the filling in the first golf balls ?,DESC,What,WP,ROOT,VBD,0,0,0,0,1
What is typhoid fever ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What are the Twin Cities ?,DESC,What,WP,ROOT,VBP,0,1,0,0,0
Why are there olives in martinis ?,DESC,Why,WRB,ROOT,VBP,0,0,0,0,0
What is the highest Roman numeral ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What's the difference between sleet and freezing rain ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How is the new Ford Econoline van F25 V1 engine ?,DESC,How,WRB,ROOT,VBZ,0,1,1,0,0
What are the major differences in the Catholic and Methodist religions ?,DESC,What,WP,ROOT,VBP,1,0,0,0,0
What does Venus Retrograde mean ?,DESC,What,WP,aux,VB,1,0,0,0,0
What does Las Vegas mean ?,DESC,What,WP,aux,VB,0,1,0,0,0
What does the word '' meta '' mean ?,DESC,What,WP,np,VB,0,0,0,0,0
What is graduate school ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the difference between New York-style and Chicago-style pizza ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
For what reason did some San Diego schools stop serving apples ?,DESC,For,IN,np,VBP,0,1,0,0,0
How do you reference a website ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is pandoro ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What are the words to '' My Way '' written by Paul Anka ?,DESC,What,WP,ROOT,NN,1,0,0,0,0
How do I install a tile floor ?,DESC,How,WRB,aux,VB,0,0,0,0,0
Why was the zipper invented ?,DESC,Why,WRB,auxpass,VBD,0,0,0,0,0
How did ' stat ' come to be used as an expression for quickly ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?,DESC,What,WP,ROOT,VBZ,1,1,0,0,0
What was a Mae West on a World War II battleship ?,DESC,What,WP,ROOT,VBD,0,1,1,0,0
Define cosmology .,DESC,Define,NN,nc,NN,0,0,0,0,0
What are amicable numbers ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
Describe the Finnish music personality Salonen's appearance .,DESC,Describe,VB,np,VB,1,0,0,0,0
What is the origin of the ethnic category '' caucasian '' ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is a stratocaster ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How did the bikini bathing suite get its name ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How do clouds form ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is the half-life of P-32 ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,1
Why do pressure cookers save time in the kitchen ?,DESC,Why,WRB,aux,VBP,0,0,0,0,0
Why are there 12 people on a jury in criminal cases ?,DESC,Why,WRB,ROOT,VBP,0,0,0,0,1
What do Christian Scientists believe in ?,DESC,What,WP,aux,VB,1,0,0,0,0
What is the economic impact of unemployment on the economy ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the Home Rule Act ?,DESC,What,WP,ROOT,VBZ,0,0,1,0,0
What are Bellworts ?,DESC,What,WP,ROOT,VBP,0,1,0,0,0
What are the words to the Canadian National anthem ?,DESC,What,WP,ROOT,VBP,1,0,0,0,0
Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,DESC,Why,WRB,ROOT,VBD,1,0,0,1,0
What caused Shea & Gould to close their L.A. office ?,DESC,What,WP,ROOT,VBD,0,1,0,0,0
What does the name Kelly mean ?,DESC,What,WP,ROOT,VB,1,0,0,0,0
What is a phalanx ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How do storms form ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is God ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is a meerkat ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is cache memory ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the difference between jazz and blues ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the C programming language ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is a ' borrow pit ' ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the origin of the atom ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How do I e-mail someone at aol.com from yahoo.com ?,DESC,How,WRB,np,NN,0,0,0,0,0
What is the meaning of the name Ella ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What are you hearing when you put a seashell to your ear ?,DESC,What,WP,aux,VBG,0,0,0,0,0
Why are haunted houses popular ?,DESC,Why,WRB,np,JJ,0,0,0,0,0
What is the virus HIV ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the definition of the term '' weapons system '' ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What are Christopher Marlowe's and Shakespeare's literary contributions to English literature ?,DESC,What,WP,ROOT,VBP,1,0,1,0,0
Why are there Braille things on the ATM machines that people drive through ?,DESC,Why,WRB,ROOT,VBP,0,1,0,0,0
What is real time processing ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the theory of equivalence states ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What will happen when sodium is put in water ?,DESC,What,WP,aux,VB,0,0,0,0,0
What's the meaning of UOL ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What is the circumorbital hematoma ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How do I increase my biceps ' size ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How is the element strontium purified ?,DESC,How,WRB,auxpass,VBN,0,0,0,0,0
What are tonsils for ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
What is the origin of the word ' posh ' ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How can anyone tell if a female had sexual intercourse ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What does the name '' Sabrina '' mean ?,DESC,What,WP,aux,VB,0,1,0,0,0
What is hebephrenia ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What were the causes of the Civil War ?,DESC,What,WP,ROOT,VBD,0,0,1,0,0
What are Maid-Rites ?,DESC,What,WP,ROOT,VBP,0,1,0,0,0
How can you prevent it ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What do the names Andrew and Christina mean ?,DESC,What,WP,aux,VBP,1,0,0,0,0
What are perfect tenses ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
What is commonly considered the fifth sense ?,DESC,What,WP,auxpass,VBN,0,0,0,0,1
What is a bourdon tube ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is film noir ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What causes tuberculosis ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What are a baseball team's firemen ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
What is Head Start ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
Why can 't women serve in the Navy on board submarines ?,DESC,Why,WRB,aux,VBP,0,1,0,0,0
What is saltpeter ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What's the difference between J.D. and LL.M. ?,DESC,What,WP,ROOT,VBZ,1,1,0,0,0
How can someone become a federal agent ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How can you be happy ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How would someone go about becoming an organ donor ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What did n't Rocky Marciano do in his pro boxing career ?,DESC,What,WP,aux,VB,1,0,0,0,0
What is the definition of ' graphic details ' ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the function of the appendix ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is a Cartesian Diver ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What happened in dogtown in 1899 to make that year remembered ?,DESC,What,WP,ROOT,VBD,0,0,0,1,0
How do you recognize anorexia ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is the largest variety of cactus ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
Why do rooftops give off steam after a big rainstorm ?,DESC,Why,WRB,aux,VB,0,0,0,0,0
What must a Las Vegas blackjack dealer do when he reaches 16 ?,DESC,What,WP,aux,VB,0,1,0,0,1
Why did the Anglican church split from the Vatican ?,DESC,Why,WRB,aux,VBD,1,0,0,0,0
How would I find the price of different organs that have been donated ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is magnetar ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What should you yell to hail a taxi in Madrid ?,DESC,What,WP,aux,VB,0,1,0,0,0
What ever happened to the once popular Yale Lock Company ?,DESC,What,WP,advmod,VBD,0,1,0,0,0
What is a Devo hat ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How does a scientific calculator work ?,DESC,How,WRB,aux,NN,0,0,0,0,0
Why do we have to go to school ?,DESC,Why,WRB,aux,VB,0,0,0,0,0
What is Toulmin logic ?,DESC,What,WP,ROOT,VBZ,1,0,0,0,0
What is a dangling participle ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the origin of the peace symbol ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How do I write to my Congressman ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is moxie ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the hair style called that new military recruits receive ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What effects do nitrates have on the environment ?,DESC,What,WDT,np,VB,0,0,0,0,0
What is Nitrox diving ?,DESC,What,WP,ROOT,VBZ,1,0,0,0,0
What happened in the Long March ?,DESC,What,WP,ROOT,VBD,0,0,0,1,0
How can I find online spelling ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is a gas release event ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What does '' Semper Fidelis '' mean ?,DESC,What,WP,ROOT,VB,0,0,0,0,0
How can I find out my Moon sign ?,DESC,How,WRB,aux,VB,1,0,0,0,0
Why does a candle need a wick ?,DESC,Why,WRB,aux,VB,0,0,0,0,0
What were the three prophecies the witches make to Macbeth ?,DESC,What,WP,ROOT,VBD,1,0,0,0,1
What is the history of yo-yos ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How does one correctly pronounce ' qigong ' ?,DESC,How,WRB,aux,NN,0,0,0,0,1
What is pasta ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How does psorisis disappear ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What's the mystery of the Bermuda Triangle ?,DESC,What,WP,ROOT,VBZ,1,0,1,0,0
What is a neurosurgeon ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What are amaretto biscuits ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
How do I give a good massage ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is the origin of '' jiggy '' as in getting jiggy with it ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the origin of a.m. and p.m. ?,DESC,What,WP,ROOT,VBZ,0,0,0,1,0
What is the definition of cosmology ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What are manifest and latent function theories ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
What are snowballs to a hot-rodder ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
What is the origin of the word Ozymandias ?,DESC,What,WP,ROOT,VBZ,1,0,0,0,0
Why do men snore ?,DESC,Why,WRB,aux,VB,0,0,0,0,0
What causes '' rolling thunder '' ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What's the setting of John Le Carre's A Small Town in Germany ?,DESC,What,WP,np,VBZ,1,1,0,0,0
What does an echidna look like ?,DESC,What,WP,aux,VB,0,0,0,0,0
What is the secret of the universe ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What caused an adjournment of the 25th anniversary session of the United Nations General Assembly ?,DESC,What,WP,ROOT,VBD,0,1,0,0,1
How did Lee Harvey Oswald purchase his rifle ?,DESC,How,WRB,aux,VB,1,0,0,0,0
How do I sing like Elvis Presley ?,DESC,How,WRB,aux,VB,1,0,0,0,0
How do you clean up a cache ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What's the Red Planet ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What is the difference between a fruit and a vegetable ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is tumbled marble ?,DESC,What,WP,auxpass,VBN,0,0,0,0,0
How does light travel through the void of space if there is no medium for it to ' wave ' or ' pulse ' .,DESC,How,WRB,aux,VB,0,0,0,0,0
What are the Valdez Principles ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
How can I easily remove red wine stains from t-shirts ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How do you write MLA style bibliographies for an Internet source ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is the origin of the word assassinate ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What are the Arabic Numerals from 1 to 10 ?,DESC,What,WP,ROOT,VBP,0,1,0,0,1
What is digitalis ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What was the outcome of the 1945 Yalta Conference ?,DESC,What,WP,ROOT,VBD,0,0,1,0,0
What is '' flintknapping '' ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What causes canker sores in the mouth ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What did John F. Kennedy consider his greatest blunder in office ?,DESC,What,WP,aux,VB,1,0,0,0,0
What's the proud claim to fame of the young women who formed Kappa Alpha Theta ?,DESC,What,WP,ROOT,VBZ,1,1,0,0,0
What does Tiffany mean ?,DESC,What,WP,aux,VB,0,0,0,0,0
Why do magnets attract ?,DESC,Why,WRB,aux,VB,0,0,0,0,0
How do you address a Chinese person ?,DESC,How,WRB,aux,VB,1,0,0,0,0
What is the meaning of thalassemia ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How do I impress a guy ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What are the alveoli ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
What is ethylene ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the origin of the word '' pallbearer ? '',DESC,What,WP,ROOT,VBZ,0,0,0,0,0
Why is Microsoft's Windows 3 software so successful ?,DESC,Why,WRB,ROOT,VBZ,0,1,1,0,0
How do I find a city if I have the area code ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What do you do when your mouse is n't working as fast as it's supposed to ?,DESC,What,WP,aux,VB,0,0,0,0,0
What is a gandy dancer ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What's the rathaus in Frankfurt ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?,DESC,What,WDT,np,VBD,1,1,0,0,0
What is the difference between a bachelor and a 1 bedroom apartment ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,1
How do you write a book report ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is Garry Kasparov famous for ?,DESC,What,WP,ROOT,VBZ,1,0,0,0,0
How do you measure the heat of the sun ?,DESC,How,WRB,aux,VB,0,0,0,0,0
Why do some people have two different color eyes ?,DESC,Why,WRB,aux,VBP,0,0,0,0,1
How do birds find their way back to the same place every year ?,DESC,How,WRB,aux,VB,0,0,0,1,0
What is a wart ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is spaceball played on ?,DESC,What,WP,auxpass,VBN,0,0,0,0,0
How does rabies spread ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How can you tell if someone is lying ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is the difference between a preface and a foreword ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What does storm wave mean in Japanese ?,DESC,What,WP,aux,VB,1,0,0,0,0
Why do they sterilize the needle for lethal injection ?,DESC,Why,WRB,aux,VB,0,0,0,0,0
How can you get rust stains out of clothing ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How does a small businessman contact the Good Humor Ice Cream company to do business with them ?,DESC,How,WRB,aux,NN,0,1,0,0,0
What caused the Titanic to sink ?,DESC,What,WP,ROOT,VBD,0,0,0,0,0
What is the chemiosmotic theory ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How does an ion drive work ?,DESC,How,WRB,aux,NN,0,0,0,0,0
How can I trace my family roots ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is a courier ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How do you get a girl to have sex with you ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What happens when lightning strikes a body of water ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What does e=mc2 mean ?,DESC,What,WP,aux,VBP,0,0,0,0,0
How do I contact answers.com ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What causes asthma ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How can I find out how much it costs to raise a baby for six months ?,DESC,How,WRB,aux,VB,0,0,0,1,0
What is a heuristic ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How did the jack-o '-lantern get it's name ?,DESC,How,WRB,ROOT,VBD,1,0,0,0,0
Why can 't ostriches fly ?,DESC,Why,WRB,nc,NN,0,0,0,0,0
Why are the rooftops in Canada green ?,DESC,Why,WRB,ROOT,VBP,0,1,0,0,0
What does Choo Choo Charlie say ?,DESC,What,WP,aux,VBP,1,0,0,0,0
How do I register a trade name in North Carolina ?,DESC,How,WRB,aux,VB,0,1,0,0,0
What is a Jake brake ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What does the number 33 on the Rolling Rock beer bottle mean ?,DESC,What,WP,aux,VB,0,1,0,0,1
What is the origin of the city '' Corpus Christi '' ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
Where does '' bovine '' come from ?,DESC,Where,WRB,aux,VB,0,0,0,0,0
What is dew point ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How do you become a dentist ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is multimedia ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the difference between terry cloth and French terry ?,DESC,What,WP,ROOT,VBZ,1,0,0,0,0
What are '' inkhorn terms '' ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
What is the difference between pop music and rock and roll ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What does hazmat stand for ?,DESC,What,WP,aux,VB,0,0,0,0,0
What is '' bloodhound '' ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What are the environmental influences on plant genetics ?,DESC,What,WP,ROOT,VBP,0,0,0,0,0
What is carpal tunnel syndrome ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
Why is it called '' hamburger '' if there is no ham in it ?,DESC,Why,WRB,auxpass,VBN,0,0,0,0,0
Why does cotton get caught in belly buttons ?,DESC,Why,WRB,aux,VBN,0,0,0,0,0
How does a glacier form ?,DESC,How,WRB,ROOT,VBZ,0,0,0,0,0
What does palindromic mean ?,DESC,What,WP,np,VB,0,0,0,0,0
What baseball expression came from the nautical term for ships sailing between the Atlantic and Pacific before the Panama Canal ?,DESC,What,WDT,nc,VBD,0,1,0,0,0
How does Belle describe her life in Beauty and the Beast ?,DESC,How,WRB,aux,VB,1,0,1,0,0
What is the Socratic method ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What is hypertext ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What do I need to learn to design web pages ?,DESC,What,WP,aux,VB,0,0,0,0,0
Shea and Gould closed their Los Angeles office for what reason ?,DESC,Shea,NNP,np,VBD,0,1,0,0,0
Why are lions called '' King of the Jungle '' ?,DESC,Why,WRB,ROOT,VBP,0,1,0,0,0
What's the difference and advantages of selecting a Super VHS VCR over plain VHS model ?,DESC,What,WP,ROOT,VBZ,0,0,1,0,0
How do you convert foot-pounds to foot-inches ?,DESC,How,WRB,aux,VB,0,0,0,0,0
Why did David Koresh ask the FBI for a word processor ?,DESC,Why,WRB,aux,VB,1,1,0,0,0
How do you do a bibliography with an unknown author ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is Greek pita ?,DESC,What,WP,ROOT,VBZ,1,0,0,0,0
What is narcolepsy ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What does the name ' Alexandra ' mean ?,DESC,What,WP,aux,NN,1,0,0,0,0
What is leukemia ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How does the tail affect the flight of a kite ?,DESC,How,WRB,aux,VB,0,0,0,0,0
Why are the U.S. presidential elections held in November ?,DESC,Why,WRB,ROOT,VBP,0,1,0,1,0
How does marijuana lead to other drugs ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What's the meaning of the zoological term ruminant ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is hyperopia ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How do you pronounce '' Tzimisce '' ?,DESC,How,WRB,aux,VB,0,1,0,0,0
What is e-commerce ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How did names come about ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How does ultraviolet light damage the DNA of skin cells ?,DESC,How,WRB,nc,NN,0,0,0,0,0
What was the verdict in the trial of Lizzie Borden ?,DESC,What,WP,ROOT,VBD,1,0,0,0,0
What is the literal meaning of '' D-DAY '' ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
Why do the chickenpoxs last so long ?,DESC,Why,WRB,aux,JJ,0,0,0,0,0
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?,DESC,How,WRB,aux,VB,0,1,1,0,0
What does the name '' Sheri '' mean ?,DESC,What,WP,aux,VB,0,0,0,0,0
What do Japanese school uniforms look like ?,DESC,What,WP,aux,VBP,1,0,0,0,0
How did people respond to the idea of the first millenium ?,DESC,How,WRB,aux,VB,0,0,0,1,0
What is swap math ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is hypnotherapy ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is the biblical meaning of ' stones ' ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How can I find out my biorhythm ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What are the words to the song sung by '' Banana in Pajamas '' ?,DESC,What,WP,ROOT,VBP,0,1,0,0,0
Why are organ transplants more successful today ?,DESC,Why,WRB,ROOT,VBP,0,0,0,1,0
What is the root of all evil ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
Why does it snow ?,DESC,Why,WRB,aux,VB,0,0,0,0,0
What is '' Vocal Sampling '' ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How do windmills work ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is the origin of the word trigonometry ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is Compaq's mission statement ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
How did Rocky Marciano die ?,DESC,How,WRB,aux,VB,1,0,0,0,0
What is the definition of hazmat ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is crabgrass ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is The Gay Science ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
Why is Jane Goodall famous ?,DESC,Why,WRB,ROOT,VBZ,1,0,0,0,0
What is main reason for that electric vehicles can 't be popular nowadays ?,DESC,What,WP,np,VB,0,0,0,0,0
What is the difference between optical and digital video ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What's new in the postal world in 1999 ?,DESC,What,WP,ROOT,VBZ,0,0,0,1,0
What is the difference between the anus and the rectum ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What is a Guild ?,DESC,What,WP,ROOT,VBZ,0,1,0,0,0
What is the difference between college and graduate school ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How do I change a file from an ART file to a JPEG or Bitmap file ?,DESC,How,WRB,aux,VB,0,1,0,0,1
What is Franz Kafka's short story '' A Country Doctor '' trying to tell us ?,DESC,What,WP,ROOT,VBG,1,0,1,0,0
What are the lyrics to the Star Spangled Banner ?,DESC,What,WP,ROOT,VBP,0,1,0,0,0
What will a compass do in outer space ?,DESC,What,WP,aux,VB,0,0,0,0,0
How is water treated to make it safe to drink ?,DESC,How,WRB,auxpass,VBN,0,0,0,0,0
What is a hydrogen bond ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
How do you write a correct critical analysis of a poem ?,DESC,How,WRB,aux,VB,0,0,0,0,0
How do I check if my modem is v.9 compatible ?,DESC,How,WRB,aux,VB,0,0,0,0,0
What is a multiplexer ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
What are the Poconos ?,DESC,What,WP,ROOT,VBP,1,0,0,0,0
What is Jane Goodall famous for ?,DESC,What,WP,ROOT,VBZ,1,0,0,0,0
What is thalassemia ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
Why can 't you taste anything when you have a cold ?,DESC,Why,WRB,aux,VB,0,0,0,0,0
What is so powerful about Power Bars ?,DESC,What,WP,ROOT,VBZ,0,0,0,0,0
